id_song,track_name,artist(s)_name,id_rec_1,id_rec_2,id_rec_3,id_rec_4,id_rec_5,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,et_key,et_mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,artist_0,artist_1,artist_2,artist_3,artist_4,artist_5,artist_6,artist_7,genre_inferred,subgenre_inferred
639,Keep Driving,Harry Styles,357,636,244,3,192,2094,1,236060709,8,1,18,0,0,165,4,1,72,90,48,32,0,18,23,harry styles,,,,,,,,Pop,
640,Cinema,Harry Styles,644,106,120,382,166,2171,0,189236868,18,1,28,0,0,106,4,0,83,90,64,35,5,9,4,harry styles,,,,,,,,Pop,Latin / Reggaeton
641,Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",475,350,376,624,275,896,0,160845341,19,0,15,0,0,77,1,1,81,68,58,83,0,11,34,sleepy hallow,347aidan,,,,,,,Latin / Reggaeton,Hip-Hop / Rap
642,Only Love Can Hurt Like This,Paloma Faith,298,13,51,517,543,5148,0,588955257,90,22,365,0,114,91,7,1,57,30,89,10,0,33,8,paloma faith,,,,,,,,Pop,
643,Hold My Hand,Lady Gaga,468,232,16,673,698,2528,0,238350348,63,8,270,2,105,148,8,1,51,21,63,5,0,41,3,lady gaga,,,,,,,,Pop,
644,Daydreaming,Harry Styles,563,640,105,284,277,1900,1,187703102,15,1,23,0,0,114,9,0,71,90,81,31,2,13,3,harry styles,,,,,,,,Pop,
645,Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",611,177,451,454,473,896,0,138334433,0,0,2,0,0,92,6,1,83,56,82,10,0,9,5,ozuna,tiago pzk,,,,,,,Latin / Reggaeton,
646,Me and Your Mama,Childish Gambino,76,2,716,36,134,8775,0,445590495,33,60,107,1,0,118,3,1,56,25,45,1,3,7,3,childish gambino,,,,,,,,Pop,
647,Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",210,724,449,603,522,5290,0,286739476,139,73,142,0,5,123,9,0,60,46,71,3,0,16,4,david guetta,ella henderson,becky hill,,,,,,Dance / Electronic,
648,SLOW DANCING IN THE DARK,Joji,436,631,322,358,201,10211,0,1122364376,38,79,65,0,1,89,11,1,52,28,48,54,1,19,3,joji,,,,,,,,Pop,
649,Antes de Perderte,Duki,11,31,296,87,159,584,8,157136970,12,1,8,0,1,110,3,0,81,61,93,49,0,12,11,duki,,,,,,,,K-Pop,
650,295,Sidhu Moose Wala,223,128,316,387,593,246,4,183273246,4,106,0,0,7,90,1,0,68,54,76,21,0,11,20,sidhu moose wala,,,,,,,,Latin / Reggaeton,
651,En El Radio Un Cochinero,Victor Cibrian,343,586,367,447,293,514,0,164856284,5,36,1,0,0,154,6,0,70,97,62,47,0,10,4,victor cibrian,,,,,,,,Pop,
652,Master of Puppets (Remastered),Metallica,210,724,105,304,522,6080,0,704171068,112,198,406,1,0,105,9,0,54,59,83,0,44,20,4,metallica,,,,,,,,Rock / Alternative,
653,ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",589,722,723,580,178,2341,0,279717388,37,2,38,2,0,110,2,1,91,59,82,8,0,6,8,de la ghetto,feid,polima westcoast,paloma mami,pailita,,,,Latin / Reggaeton,
654,Massive,Drake,528,563,724,603,668,5263,0,195628667,66,89,61,0,11,125,9,0,51,5,68,12,2,15,6,drake,,,,,,,,Hip-Hop / Rap,Pop
655,Betty (Get Money),Yung Gravy,1,666,489,580,53,2402,0,221752937,45,2,26,0,1,102,2,1,73,62,75,0,0,34,8,yung gravy,,,,,,,,Pop,
656,Ojos Marrones,Lasso,251,174,435,684,503,795,11,263280370,26,18,15,1,4,120,7,0,81,72,65,4,0,14,4,lasso,,,,,,,,K-Pop,Latin / Reggaeton
657,POP!,Nayeon,598,658,30,700,405,571,0,213505179,19,21,14,0,2,97,5,1,80,36,86,4,0,3,5,nayeon,,,,,,,,Latin / Reggaeton,
658,MORE,j-hope,598,657,30,405,168,565,0,155795783,6,52,11,0,0,97,5,1,78,31,72,1,0,11,4,jhope,,,,,,,,Latin / Reggaeton,
659,Sweet Child O' Mine,Guns N' Roses,454,281,255,451,22,41231,1,1553497987,228,151,6720,3,99,125,6,1,45,67,90,9,11,10,5,guns n roses,,,,,,,,Rock / Alternative,
660,Last Last,Burna Boy,301,546,724,637,407,4526,12,293466523,156,275,150,3,128,88,11,0,80,55,56,13,0,8,9,burna boy,,,,,,,,Latin / Reggaeton,
661,Sticky,Drake,186,486,574,717,654,2814,0,191448892,38,105,25,0,2,137,10,0,88,8,49,9,0,9,14,drake,,,,,,,,Hip-Hop / Rap,
662,Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",430,3,434,471,697,1601,0,85924992,11,0,2,0,0,157,4,1,88,52,69,0,0,8,23,kanye west,lil durk,cardi b,,,,,,Hip-Hop / Rap,
663,Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",323,473,177,555,483,894,4,176103902,28,0,54,0,0,130,6,1,95,83,57,54,0,10,25,l7nnon,dj biel do furduncinho,bianca,,,,,,Hip-Hop / Rap,
664,La Loto,"Anitta, Tini, Becky G",461,178,1,655,580,945,0,121189256,49,3,57,0,0,90,2,1,85,80,83,10,0,8,11,anitta,tini,becky g,,,,,,Latin / Reggaeton,
665,die first,Nessa Barrett,318,630,684,627,507,767,0,131746175,25,0,22,0,0,183,7,0,44,44,67,7,0,12,13,nessa barrett,,,,,,,,Pop,
666,Afraid To Feel,LF System,459,622,53,136,655,5898,5,244790012,129,55,128,0,101,128,2,1,58,68,91,2,0,27,11,lf system,,,,,,,,K-Pop,
667,Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",301,570,407,660,682,685,2,129314708,17,0,24,0,30,130,11,0,71,78,40,46,0,7,45,mc vitin da igrejinha,mc tairon,dj win,,,,,,Hip-Hop / Rap,
668,STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",654,528,661,706,186,2107,0,170732845,51,1,50,0,0,130,9,0,72,18,46,7,0,28,8,drake,dj khaled,lil baby,,,,,,Hip-Hop / Rap,
669,GIVENCHY,Duki,368,572,602,137,543,625,4,185236961,13,18,12,0,0,103,7,1,61,38,62,14,0,23,40,duki,,,,,,,,Hip-Hop / Rap,
670,Mary On A Cross,Ghost,552,615,492,50,624,2668,2,387080183,38,266,78,0,141,130,1,1,47,56,90,0,0,10,4,ghost,,,,,,,,Pop,
671,Attention,NewJeans,106,299,685,675,292,799,12,264717480,14,141,9,0,1,105,10,0,81,70,65,24,0,8,4,newjeans,,,,,,,,K-Pop,Latin / Reggaeton
672,THE SHADE,Rex Orange County,361,29,311,36,300,1189,6,244928911,17,10,16,0,4,120,3,1,90,73,51,39,0,9,6,rex orange county,,,,,,,,Latin / Reggaeton,
673,"Come Back Home - From ""Purple Hearts""",Sofia Carson,372,220,698,245,91,367,0,97610446,28,67,195,0,0,145,8,1,56,43,53,24,0,12,4,sofia carson,,,,,,,,Pop,
674,El Rescate,"Grupo Marca Registrada, Junior H",385,469,45,190,44,527,4,287278853,10,43,3,1,0,99,8,0,79,64,59,28,0,11,14,grupo marca registrada,junior h,,,,,,,Latin / Reggaeton,Hip-Hop / Rap
675,Heartless,Kanye West,292,113,671,299,685,17504,34,887906111,63,39,1315,0,2,88,10,0,79,66,65,5,0,25,14,kanye west,,,,,,,,Hip-Hop / Rap,
676,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",99,443,471,249,430,3113,0,123473120,54,6,124,1,0,126,4,1,81,90,73,28,0,29,4,calvin harris,halsey,pharrell williams,justin timberlake,,,,,Dance / Electronic,Latin / Reggaeton
677,JGL,"Luis R Conriquez, La Adictiva",70,379,100,272,414,782,9,323455692,15,33,6,1,0,113,7,1,70,97,59,55,0,27,12,luis r conriquez,la adictiva,,,,,,,Hip-Hop / Rap,Latin / Reggaeton
678,Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",624,583,591,670,492,2442,0,240918092,81,4,248,1,6,132,1,1,82,49,88,20,0,21,3,david guetta,shakira,black eyed peas,,,,,,Latin / Reggaeton,
